,name,github_id,category,show,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,projectrank_placing,github_release_downloads,monthly_downloads,trending
10,minimap2,lh3/minimap2,ngs-alignment,True,https://github.com/lh3/minimap2,https://github.com/lh3/minimap2,,2017-07-18 15:04:53,2021-04-12 02:07:19,2021-04-12 02:07:00,247.0,60.0,609.0,939,945.0,2021-04-09 17:35:11,2.18,22.0,A versatile pairwise aligner for genomic and spliced nucleotide sequences.,79.0,79.0,28.0,20,1,43893.0,975.0,1.0
11,freebayes,freebayes/freebayes,variant-caller,True,https://github.com/freebayes/freebayes,https://github.com/freebayes/freebayes,MIT,2010-10-13 21:34:33,2021-03-15 06:25:58,2021-03-15 06:25:57,213.0,11.0,571.0,532,1209.0,2021-02-10 09:23:11,1.3.5,10.0,Bayesian haplotype-based genetic polymorphism discovery and genotyping.,,,44.0,20,1,5018.0,77.0,
12,salmon,COMBINE-lab/salmon,others,True,https://github.com/COMBINE-lab/salmon,https://github.com/COMBINE-lab/salmon,GPL-3.0,2015-03-19 22:37:41,2021-02-08 15:29:59,2020-11-26 02:55:19,125.0,230.0,340.0,462,1705.0,2020-11-26 13:42:02,1.4.0,38.0,Highly-accurate & wicked fast transcript-level quantification from RNA-seq reads using selective alignment.,,,42.0,20,1,79433.0,1118.0,
13,bioconda-recipes,bioconda/bioconda-recipes,others,True,https://github.com/bioconda/bioconda-recipes,https://github.com/bioconda/bioconda-recipes,,2015-09-12 20:33:30,2021-04-15 17:50:04,2021-04-15 17:50:04,1765.0,264.0,1116.0,1256,32138.0,,,,Conda recipes for the bioconda channel.,,,1377.0,19,1,,,
14,gatk,broadinstitute/gatk,variant-caller,True,https://github.com/broadinstitute/gatk,https://github.com/broadinstitute/gatk,,2014-12-02 20:50:36,2021-04-15 18:04:09,2021-04-15 16:58:58,400.0,972.0,3076.0,1022,4310.0,2021-02-19 21:26:49,4.2.0.0,39.0,Official code repository for GATK versions 4 and up.,,,106.0,19,2,340494.0,7402.0,
15,cromwell,broadinstitute/cromwell,workflow,True,https://github.com/broadinstitute/cromwell,https://github.com/broadinstitute/cromwell,,2015-04-17 19:39:36,2021-04-15 18:19:01,2021-04-15 15:00:36,225.0,686.0,1975.0,673,5016.0,2021-03-31 20:54:49,60,63.0,Scientific workflow engine designed for simplicity & scalability. Trivially transition between one off use cases to..,,,117.0,19,3,328284.0,4689.0,
16,htslib,samtools/htslib,sam-bam-cram,True,https://github.com/samtools/htslib,https://github.com/samtools/htslib,,2012-05-15 19:34:48,2021-04-15 05:55:05,2021-04-12 17:07:34,340.0,122.0,401.0,535,2737.0,2021-03-17 16:20:46,1.12,16.0,C library for high-throughput sequencing data formats.,,,69.0,19,2,382657.0,5171.0,
17,diamond,bbuchfink/diamond,sequence-alignment,True,https://github.com/bbuchfink/diamond,https://github.com/bbuchfink/diamond,GPL-3.0,2015-03-10 23:19:00,2021-04-15 14:34:19,2021-04-15 13:08:11,117.0,43.0,362.0,507,1889.0,2021-04-12 08:37:25,2.0.9,96.0,Accelerated BLAST compatible local sequence aligner.,,,17.0,19,1,241566.0,3309.0,
18,canu,marbl/canu,assembler,True,https://github.com/marbl/canu,https://github.com/marbl/canu,,2015-08-21 03:10:42,2021-03-31 10:18:06,2021-03-31 10:17:58,153.0,22.0,1869.0,455,10218.0,2020-10-19 07:12:44,2.1.1,14.0,A single molecule sequence assembler for genomes large and small.,,,49.0,19,1,30735.0,480.0,
19,vcflib,vcflib/vcflib,vcf-bcf,True,https://github.com/vcflib/vcflib,https://github.com/vcflib/vcflib,MIT,2010-09-22 23:25:59,2021-02-17 08:05:54,2021-02-17 08:05:20,181.0,19.0,198.0,417,971.0,2021-01-04 16:42:33,1.0.2,5.0,C++ library and cmdline tools for parsing and manipulating VCF files.,,,67.0,19,1,1437.0,23.0,
20,sambamba,biod/sambamba,sam-bam-cram,True,https://github.com/biod/sambamba,https://github.com/biod/sambamba,GPL-2.0,2012-04-28 13:46:53,2021-03-11 10:31:33,2021-03-11 10:31:33,76.0,13.0,404.0,413,1091.0,2020-11-30 15:09:55,0.8.0,40.0,Tools for working with SAM/BAM data.,,,23.0,19,2,106506.0,1183.0,
21,bcftools,samtools/bcftools,vcf-bcf,True,https://github.com/samtools/bcftools,https://github.com/samtools/bcftools,,2013-07-12 12:55:22,2021-04-14 14:43:25,2021-04-14 14:43:14,165.0,200.0,1049.0,371,2388.0,2021-03-17 16:21:39,1.12,15.0,This is the official development repository for BCFtools. See installation instructions and other documentation here..,,,46.0,19,1,300189.0,4056.0,
22,cutadapt,marcelm/cutadapt,qc-fastq,True,https://github.com/marcelm/cutadapt,https://github.com/marcelm/cutadapt,MIT,2012-06-06 20:26:25,2021-04-15 16:54:04,2021-04-15 16:53:54,99.0,18.0,458.0,345,,2021-03-30 13:55:06,3.4,2.0,Cutadapt removes adapter sequences from sequencing reads.,195.0,195.0,26.0,19,1,97.0,97.0,
23,UMI-tools,CGATOxford/UMI-tools,others,True,https://github.com/CGATOxford/UMI-tools,https://github.com/CGATOxford/UMI-tools,MIT,2015-03-06 15:10:20,2021-03-28 18:42:09,2021-02-05 17:04:30,166.0,37.0,293.0,320,852.0,2020-11-18 19:58:45,1.1.1,29.0,Tools for handling Unique Molecular Identifiers in NGS data sets.,,,29.0,19,1,3368.0,56.0,
24,delly,dellytools/delly,structural-variation,True,https://github.com/dellytools/delly,https://github.com/dellytools/delly,BSD-3-Clause,2013-11-15 08:51:49,2021-03-06 11:16:53,2021-03-06 11:16:47,100.0,7.0,212.0,250,1192.0,2021-01-05 10:34:41,0.8.7,34.0,DELLY2: Structural variant discovery by integrated paired-end and split-read analysis.,,,9.0,19,1,17631.0,198.0,
25,pybedtools,daler/pybedtools,bed-gtf-gff,True,https://github.com/daler/pybedtools,https://github.com/daler/pybedtools,,2010-05-14 21:09:33,2021-03-14 22:24:26,2021-03-14 22:24:23,80.0,13.0,231.0,220,1737.0,2021-03-14 21:07:22,0.8.2,1.0,Python wrapper -- and more -- for Aaron Quinlan's BEDTools (bioinformatics tools).,657.0,657.0,34.0,19,2,,,
26,mhcflurry,openvax/mhcflurry,mhc-hla,True,https://github.com/openvax/mhcflurry,https://github.com/openvax/mhcflurry,Apache-2.0,2015-06-29 02:29:54,2021-03-16 16:59:05,2021-01-07 20:47:05,33.0,3.0,102.0,113,1607.0,2020-07-20 14:55:52,2.0.1,23.0,Peptide-MHC I binding affinity prediction.,18.0,18.0,12.0,19,1,44716.0,813.0,
27,bwa,lh3/bwa,ngs-alignment,True,https://github.com/lh3/bwa,https://github.com/lh3/bwa,GPL-3.0,2011-01-14 01:36:33,2021-03-28 15:33:43,2021-03-09 13:56:52,445.0,128.0,85.0,983,935.0,2017-10-23 17:12:23,0.7.17,4.0,Burrow-Wheeler Aligner for short-read alignment (see minimap2 for long-read alignment).,,,31.0,18,1,51463.0,830.0,
28,seqkit,shenwei356/seqkit,fasta-fastq,True,https://github.com/shenwei356/seqkit,https://github.com/shenwei356/seqkit,MIT,2016-02-28 10:04:40,2021-04-07 04:57:58,2021-04-07 04:57:45,91.0,3.0,160.0,614,580.0,2021-01-12 14:39:55,0.15.0,72.0,A cross-platform and ultrafast toolkit for FASTA/Q file manipulation in Golang.,,,5.0,18,1,44786.0,734.0,
29,csvtk,shenwei356/csvtk,others,True,https://github.com/shenwei356/csvtk,https://github.com/shenwei356/csvtk,MIT,2016-04-03 14:31:16,2021-04-12 01:13:04,2021-04-12 01:12:05,59.0,10.0,116.0,573,320.0,2021-01-12 14:09:12,0.22.0,55.0,"A cross-platform, efficient and practical CSV/TSV toolkit in Golang.",,,8.0,18,2,10692.0,178.0,
30,bowtie2,BenLangmead/bowtie2,ngs-alignment,True,https://github.com/BenLangmead/bowtie2,https://github.com/BenLangmead/bowtie2,GPL-3.0,2012-12-20 19:25:11,2021-04-06 17:05:20,2021-03-12 13:51:40,123.0,89.0,204.0,373,2311.0,2020-10-06 04:08:14,2.4.2,21.0,A fast and sensitive gapped read aligner.,,,32.0,18,1,38046.0,551.0,
31,pyfaidx,mdshw5/pyfaidx,fasta-fastq,True,https://github.com/mdshw5/pyfaidx,https://github.com/mdshw5/pyfaidx,,2013-09-12 19:02:32,2021-02-28 13:38:33,2021-02-28 13:37:24,52.0,13.0,111.0,309,672.0,2021-02-28 01:32:07,0.5.9.5,61.0,Efficient pythonic random access to fasta subsequences.,454.0,454.0,26.0,18,1,,,
32,cyvcf2,brentp/cyvcf2,vcf-bcf,True,https://github.com/brentp/cyvcf2,https://github.com/brentp/cyvcf2,MIT,2015-08-12 14:30:29,2021-04-15 17:00:48,2021-04-15 17:00:26,48.0,32.0,113.0,246,396.0,,,,cython + htslib == fast VCF and BCF processing.,193.0,193.0,29.0,18,2,,,
33,abyss,bcgsc/abyss,assembler,True,https://github.com/bcgsc/abyss,https://github.com/bcgsc/abyss,,2012-03-19 23:13:39,2021-04-03 04:01:35,2021-04-03 04:01:30,75.0,8.0,284.0,222,5495.0,2021-03-23 05:57:40,2.3.0,25.0,Assemble large genomes using short reads.,,,48.0,18,2,26483.0,284.0,
34,STAR,alexdobin/STAR,ngs-alignment,True,https://github.com/alexdobin/STAR,https://github.com/alexdobin/STAR,MIT,2014-03-15 15:47:05,2021-03-15 09:53:47,2021-03-08 23:18:28,304.0,297.0,816.0,1058,1071.0,2021-02-20 22:43:13,2.7.8a,42.0,RNA-seq aligner.,,,38.0,17,2,350.0,4.0,
35,pysam,pysam-developers/pysam,sam-bam-cram,True,https://github.com/pysam-developers/pysam,https://github.com/pysam-developers/pysam,MIT,2014-02-05 20:38:10,2021-04-02 21:20:47,2021-04-02 21:15:00,206.0,193.0,509.0,493,1904.0,2020-06-16 23:04:57,0.16.0.1,28.0,Pysam is a Python module for reading and manipulating SAM/BAM/VCF/BCF files. It's a lightweight wrapper of the htslib..,,,98.0,17,2,,,
36,kallisto,pachterlab/kallisto,quantification,True,https://github.com/pachterlab/kallisto,https://github.com/pachterlab/kallisto,BSD-2-Clause,2014-11-13 00:27:48,2021-04-07 16:08:44,2020-02-16 22:27:33,131.0,109.0,130.0,412,577.0,2020-02-12 23:44:02,0.46.2,15.0,Near-optimal RNA-Seq quantification.,,,11.0,17,1,69420.0,977.0,
37,mosdepth,brentp/mosdepth,sam-bam-cram,True,https://github.com/brentp/mosdepth,https://github.com/brentp/mosdepth,MIT,2017-08-24 16:32:11,2020-11-20 16:00:42,2020-11-20 16:00:16,65.0,23.0,97.0,379,198.0,2020-09-29 21:44:09,0.3.1,20.0,"fast BAM/CRAM depth calculation for WGS, exome, or targeted sequencing.",,,14.0,17,2,73295.0,1665.0,
38,ensembl-vep,Ensembl/ensembl-vep,variant-annotation,True,https://github.com/Ensembl/ensembl-vep,https://github.com/Ensembl/ensembl-vep,Apache-2.0,2016-04-05 12:08:24,2021-04-07 16:33:30,2021-02-17 12:09:43,96.0,86.0,490.0,262,1642.0,2021-02-17 13:17:26,release/103.1,49.0,The Ensembl Variant Effect Predictor predicts the functional effects of genomic variants.,,,22.0,17,1,,,
39,stringtie,gpertea/stringtie,quantification,True,https://github.com/gpertea/stringtie,https://github.com/gpertea/stringtie,MIT,2014-10-13 17:59:11,2021-04-05 19:00:13,2021-03-09 22:49:41,41.0,146.0,176.0,198,325.0,2021-03-09 23:07:19,2.1.5,13.0,Transcript assembly and quantification for RNA-Seq.,,,9.0,17,1,1612.0,43.0,
40,gffread,gpertea/gffread,bed-gtf-gff,True,https://github.com/gpertea/gffread,https://github.com/gpertea/gffread,MIT,2015-12-17 21:56:18,2021-03-26 01:46:15,2021-03-26 01:46:08,26.0,26.0,42.0,185,166.0,2021-02-06 01:20:13,0.12.6,7.0,"GFF/GTF utility providing format conversions, region filtering, FASTA sequence extraction and more.",,,4.0,17,3,857.0,61.0,
41,vsearch,torognes/vsearch,others,True,https://github.com/torognes/vsearch,https://github.com/torognes/vsearch,,2014-05-16 07:36:59,2021-04-14 14:00:28,2021-04-14 14:00:18,102.0,48.0,365.0,450,753.0,2021-03-29 16:15:22,2.17.0,100.0,Versatile open-source tool for microbiome analysis.,,,14.0,16,2,42096.0,561.0,
42,pyGenomeTracks,deeptools/pyGenomeTracks,visualization,True,https://github.com/deeptools/pyGenomeTracks,https://github.com/deeptools/pyGenomeTracks,GPL-3.0,2017-10-27 14:23:59,2021-03-29 20:35:42,2020-11-12 14:59:51,73.0,12.0,121.0,445,1283.0,2020-11-12 15:01:17,3.6,15.0,python module to plot beautiful and highly customizable genome browser tracks.,6.0,6.0,11.0,16,2,,,
43,containers,BioContainers/containers,others,True,https://github.com/BioContainers/containers,https://github.com/BioContainers/containers,Apache-2.0,2015-09-20 15:13:27,2021-03-29 20:35:04,2021-03-29 20:35:04,166.0,29.0,183.0,439,2205.0,2019-01-31 16:59:45,Crux,1.0,Bioinformatics containers.,,,51.0,16,2,18.0,0.0,
44,igv,igvteam/igv,visualization,True,https://github.com/igvteam/igv,https://github.com/igvteam/igv,MIT,2012-02-11 17:30:30,2021-04-09 20:20:41,2021-03-29 23:32:21,199.0,70.0,691.0,422,6416.0,,,,"Integrative Genomics Viewer. Fast, efficient, scalable visualization tool for genomics data and annotations.",,,53.0,16,2,,,
45,bwa-mem2,bwa-mem2/bwa-mem2,ngs-alignment,True,https://github.com/bwa-mem2/bwa-mem2,https://github.com/bwa-mem2/bwa-mem2,,2019-02-26 15:00:44,2021-03-26 13:53:54,2021-03-26 13:53:54,50.0,19.0,92.0,415,228.0,2021-03-17 06:13:06,2.2.1,6.0,The next version of bwa-mem.,,,10.0,16,2,6151.0,267.0,
46,hisat2,DaehwanKimLab/hisat2,ngs-alignment,True,https://github.com/DaehwanKimLab/hisat2,https://github.com/DaehwanKimLab/hisat2,GPL-3.0,2015-06-18 19:40:34,2021-03-23 20:02:36,2020-12-21 20:05:41,79.0,137.0,108.0,294,1458.0,2020-07-24 20:08:11,2.2.1,4.0,Graph-based alignment (Hierarchical Graph FM index).,,,26.0,16,2,,,
47,samplot,ryanlayer/samplot,visualization,True,https://github.com/ryanlayer/samplot,https://github.com/ryanlayer/samplot,MIT,2017-08-14 20:45:53,2021-04-09 20:27:08,2021-04-07 22:48:31,35.0,19.0,50.0,289,430.0,2020-11-09 17:52:57,1.0.18,2.0,Plot structural variant signals from many BAMs and CRAMs.,1.0,1.0,9.0,16,2,,,
48,Jellyfish,gmarcais/Jellyfish,kmer,True,https://github.com/gmarcais/Jellyfish,https://github.com/gmarcais/Jellyfish,,2013-12-02 16:37:55,2021-03-30 15:07:51,2020-05-05 18:35:47,118.0,71.0,83.0,287,630.0,2019-07-13 12:25:04,2.3.0,11.0,A fast multi-threaded k-mer counter.,,,12.0,16,1,86245.0,1197.0,
49,manta,Illumina/manta,structural-variation,True,https://github.com/Illumina/manta,https://github.com/Illumina/manta,,2013-05-30 19:33:47,2019-07-17 18:40:58,2019-07-17 18:40:08,87.0,88.0,167.0,274,2631.0,2019-07-17 18:30:16,1.5.1,54.0,Structural variant and indel caller for mapped sequencing data.,,,22.0,16,1,23249.0,258.0,
50,vcfanno,brentp/vcfanno,vcf-bcf,True,https://github.com/brentp/vcfanno,https://github.com/brentp/vcfanno,MIT,2015-04-29 16:00:43,2020-04-15 18:28:07,2020-04-15 18:27:06,44.0,29.0,96.0,261,363.0,2019-07-30 17:07:44,0.3.2,30.0,annotate a VCF with other VCFs/BEDs/tabixed files.,,,9.0,16,3,21971.0,305.0,
51,strelka,Illumina/strelka,variant-caller,True,https://github.com/Illumina/strelka,https://github.com/Illumina/strelka,,2016-10-17 23:30:24,2020-10-16 22:22:33,2019-02-06 00:41:27,73.0,85.0,104.0,245,3300.0,2018-11-08 00:50:05,2.9.10,18.0,Strelka2 germline and somatic small variant caller.,,,28.0,16,2,16250.0,300.0,
52,lumpy-sv,arq5x/lumpy-sv,structural-variation,True,https://github.com/arq5x/lumpy-sv,https://github.com/arq5x/lumpy-sv,MIT,2012-10-08 09:09:26,2020-09-14 18:57:01,2019-04-16 17:13:49,101.0,152.0,136.0,216,572.0,2020-09-14 18:57:01,0.3.1,20.0,lumpy: a general probabilistic framework for structural variant discovery.,,,21.0,16,1,5741.0,67.0,
53,bpipe,ssadedin/bpipe,workflow,True,https://github.com/ssadedin/bpipe,https://github.com/ssadedin/bpipe,,2014-10-20 04:31:15,2021-04-10 00:00:57,2021-04-10 00:00:52,48.0,144.0,100.0,188,2015.0,2021-01-11 22:26:28,0.9.10,14.0,Bpipe - a tool for running and managing bioinformatics pipelines.,,,17.0,16,3,10553.0,135.0,
54,Augustus,Gaius-Augustus/Augustus,others,True,https://github.com/Gaius-Augustus/Augustus,https://github.com/Gaius-Augustus/Augustus,,2018-05-24 17:34:26,2021-04-15 14:28:33,2021-04-15 14:27:20,65.0,100.0,83.0,129,2436.0,2020-12-11 16:09:15,3.4.0,3.0,Genome annotation with AUGUSTUS.,,,32.0,16,2,2880.0,96.0,
55,weblogo,WebLogo/weblogo,visualization,True,https://github.com/WebLogo/weblogo,https://github.com/WebLogo/weblogo,,2015-07-01 22:23:06,2021-02-12 19:44:13,2021-02-12 19:44:13,28.0,8.0,72.0,93,417.0,2021-01-08 08:35:45,3.7.8,4.0,WebLogo 3: Sequence Logos redrawn.,86.0,86.0,15.0,16,2,,,
56,GLnexus,dnanexus-rnd/GLnexus,vcf-bcf,True,https://github.com/dnanexus-rnd/GLnexus,https://github.com/dnanexus-rnd/GLnexus,Apache-2.0,2015-04-08 05:05:05,2021-02-17 18:46:17,2021-02-17 18:46:03,22.0,40.0,44.0,66,622.0,2021-02-17 22:48:54,1.3.1,28.0,Scalable gVCF merging and joint variant calling for population sequencing projects.,,,7.0,16,3,1287.0,39.0,
57,fastp,OpenGene/fastp,qc-fastq,True,https://github.com/OpenGene/fastp,https://github.com/OpenGene/fastp,MIT,2017-10-31 04:36:58,2021-01-05 07:19:54,2020-10-14 09:40:00,208.0,158.0,147.0,981,337.0,2020-04-08 08:09:09,0.20.1,35.0,An ultra-fast all-in-one FASTQ preprocessor (QC/adapters/trimming/filtering/splitting/merging...).,,,17.0,15,2,,,
58,MACS,macs3-project/MACS,others,True,https://github.com/macs3-project/MACS,https://github.com/macs3-project/MACS,BSD-3-Clause,2011-03-02 19:40:25,2021-03-31 14:23:24,2021-03-11 14:22:14,215.0,192.0,184.0,480,1086.0,2020-04-12 00:06:32,2.2.7.1,19.0,MACS -- Model-based Analysis of ChIP-Seq.,,,18.0,15,2,,,
59,vcftools,vcftools/vcftools,vcf-bcf,True,https://github.com/vcftools/vcftools,https://github.com/vcftools/vcftools,LGPL-3.0,2015-06-25 13:48:11,2020-10-27 02:37:49,2020-03-10 15:19:10,127.0,75.0,74.0,335,130.0,2018-08-02 17:57:59,0.1.16,4.0,"A set of tools written in Perl and C++ for working with VCF files, such as those generated by the 1000 Genomes Project.",,,19.0,15,3,89902.0,1322.0,
60,cnvkit,etal/cnvkit,cnv,True,https://github.com/etal/cnvkit,https://github.com/etal/cnvkit,,2014-07-07 20:12:27,2021-04-05 17:43:18,2021-04-05 17:43:18,109.0,150.0,373.0,284,1549.0,2020-06-05 13:57:54,0.9.7,38.0,Copy number variant detection from targeted DNA sequencing.,,,24.0,15,1,,,
61,DnaFeaturesViewer,Edinburgh-Genome-Foundry/DnaFeaturesViewer,visualization,True,https://github.com/Edinburgh-Genome-Foundry/DnaFeaturesViewer,https://github.com/Edinburgh-Genome-Foundry/DnaFeaturesViewer,MIT,2016-09-20 16:57:39,2021-03-12 14:49:17,2020-09-20 18:38:58,44.0,24.0,24.0,264,156.0,2020-09-20 18:40:46,3.0.3,2.0,Python library to plot DNA sequence features (e.g. from Genbank files).,,,5.0,15,3,,,
62,ngmlr,philres/ngmlr,ngs-alignment,True,https://github.com/philres/ngmlr,https://github.com/philres/ngmlr,MIT,2016-09-01 13:11:53,2020-09-24 05:59:17,2018-09-11 18:25:38,33.0,35.0,52.0,218,664.0,2018-06-25 08:30:20,0.2.7,10.0,NGMLR is a long-read mapper designed to align PacBio or Oxford Nanopore (standard and ultra-long) to a reference..,,,13.0,15,3,4045.0,73.0,
63,gffutils,daler/gffutils,bed-gtf-gff,True,https://github.com/daler/gffutils,https://github.com/daler/gffutils,MIT,2011-10-12 13:48:14,2021-01-26 14:20:44,2019-12-30 02:40:10,59.0,29.0,85.0,165,613.0,,,,GFF and GTF file manipulation and interconversion.,173.0,173.0,15.0,15,3,,,
64,smoove,brentp/smoove,structural-variation,True,https://github.com/brentp/smoove,https://github.com/brentp/smoove,Apache-2.0,2018-01-27 03:03:11,2021-04-12 06:59:38,2021-04-12 06:59:27,12.0,45.0,91.0,149,165.0,2020-10-20 17:06:58,0.2.6,17.0,"structural variant calling and genotyping with existing tools, but, smoothly.",,,5.0,15,2,3044.0,82.0,2.0
65,kaiju,bioinformatics-centre/kaiju,others,True,https://github.com/bioinformatics-centre/kaiju,https://github.com/bioinformatics-centre/kaiju,GPL-3.0,2015-11-16 15:33:25,2021-03-12 14:25:25,2021-03-12 14:23:17,45.0,17.0,151.0,148,198.0,2020-11-04 11:59:24,1.7.4,22.0,Fast taxonomic classification of metagenomic sequencing reads using a protein reference database.,,,10.0,15,2,1415.0,21.0,
66,hifiasm,chhylp123/hifiasm,assembler,True,https://github.com/chhylp123/hifiasm,https://github.com/chhylp123/hifiasm,MIT,2019-05-09 19:34:58,2021-03-21 03:38:56,2021-03-21 03:08:55,20.0,23.0,66.0,137,356.0,2021-03-21 03:38:56,0.14.2,17.0,Hifiasm: a haplotype-resolved assembler for accurate Hifi reads.,,,3.0,15,2,431.0,28.0,
67,somaticseq,bioinform/somaticseq,variant-caller,True,https://github.com/bioinform/somaticseq,https://github.com/bioinform/somaticseq,BSD-2-Clause,2015-04-09 05:59:30,2021-03-26 03:36:48,2021-02-01 19:17:40,43.0,1.0,57.0,122,1581.0,2020-09-02 06:16:20,3.6.2,51.0,An ensemble approach to accurately detect somatic mutations using SomaticSeq.,,,17.0,15,2,,,
68,primer3-py,libnano/primer3-py,primer-designing,True,https://github.com/libnano/primer3-py,https://github.com/libnano/primer3-py,GPL-2.0,2014-03-03 21:15:52,2021-01-29 19:56:35,2020-05-10 15:05:32,26.0,8.0,26.0,84,300.0,2020-05-15 23:41:47,0.6.1,21.0,Simple oligo analysis and primer design.,88.0,88.0,4.0,15,1,,,
69,Exomiser,exomiser/Exomiser,others,True,https://github.com/exomiser/Exomiser,https://github.com/exomiser/Exomiser,AGPL-3.0,2014-11-04 10:09:50,2021-03-08 13:17:02,2019-10-01 09:04:41,35.0,103.0,245.0,78,2486.0,2019-10-01 15:21:29,12.1.0,21.0,A Tool to Annotate and Prioritize Exome Variants.,,,15.0,15,2,7487.0,97.0,
70,haplogrep-cmd,seppinho/haplogrep-cmd,mtdna,True,https://github.com/seppinho/haplogrep-cmd,https://github.com/seppinho/haplogrep-cmd,MIT,2018-03-01 10:17:27,2021-03-05 15:58:38,2021-01-18 21:37:41,16.0,13.0,25.0,40,405.0,2020-09-25 12:41:03,2.2.9,33.0,HaploGrep - mtDNA haplogroup classification. Supporting rCRS and RSRS.,,,5.0,15,1,6561.0,177.0,
71,seqtk,lh3/seqtk,fasta-fastq,True,https://github.com/lh3/seqtk,https://github.com/lh3/seqtk,MIT,2012-03-23 23:24:13,2021-03-23 00:37:57,2021-03-23 00:37:46,240.0,32.0,98.0,812,118.0,2018-06-18 00:25:49,1.3,3.0,Toolkit for processing sequences in FASTA/Q formats.,,,8.0,14,3,,,
